"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0df51446-ccbe-4182-b500-5a074ef3046e","","folder-normal","work-in-progress","","step","TRUE","FALSE","B02"
"bd0b6218-0573-4f37-b365-3c1d25a28f67","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement"
"c2538887-a5d3-413f-bb3d-5b5a0e6927f1","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA A"
"d7ecfdf3-b1ea-4e3e-8934-884aa91544e2","","folder-normal","not-started","","step","TRUE","FALSE","B02","Basement","AREA A","STAIR 3"
"2bee8105-bfee-4aa8-9753-c4ec1663c0d5","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 1","Common Areas","Gas/Water Cupboard","Common Area Checklist"
"c81c6b6c-d4da-4036-afa0-c44eb3a663d2","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Common Areas","Electrical Cupboard"
"f6c61ec6-f080-4c23-afe3-1b5340eeb419","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 1","Common Areas","Electrical Cupboard","Rough In (Cavity Pockets & PMJ)"
"a93b7c1f-0787-4054-8eeb-5bed704237c4","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 1","Common Areas","Electrical Cupboard","Common Area Checklist"
"d6c05e59-ebf6-4c56-a1ef-f8caaadf2f02","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2"
"64df15a5-5f28-43ff-9df3-0b214224dc3b","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Apartments"
"19c8e6e7-dfed-4320-92c7-0c3820227c26","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Apartments","261"
"9af9f9dd-84d0-4795-9bf9-9a2e92a05a3b","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","261","Rough In - Apartments"
"b6f0d331-c9d2-4c20-b348-946319a67ed8","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","261","Installation - Apartments"
"b33e3b99-a033-4a88-835b-5d21a5242c75","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","261","Care/ALS Fit Off Checklist"
"6627b354-a5dc-49ae-91b3-2dc6b4f82e2c","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Apartments","262"
"1cffd998-edb0-4367-8233-6a1619ca5a45","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","262","Rough In - Apartments"
"8cde85f0-a14c-4882-b844-d9311b6e10bb","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","262","Installation - Apartments"
"e46a76ba-5aeb-49ba-a57d-c2a0efccaf55","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","262","Care/ALS Fit Off Checklist"
"a2f2498c-8d03-4608-8708-a6d3421cebe0","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Apartments","263"
"1f054c65-8b53-4c8f-8080-ef45907456b2","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","263","Rough In - Apartments"
"678f3a08-bb03-42b2-b5a6-7cebda266f0b","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","263","Installation - Apartments"
"de34e8b8-71f6-474e-bdf3-b94fbfd0247b","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","263","Care/ALS Fit Off Checklist"
"8990eabb-4207-4521-a3eb-d97602998043","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Apartments","264"
"6852a366-14df-4417-ae66-3d23b5c81435","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","264","Rough In - Apartments"
"20804b3e-a91e-4c56-ba37-70756dfd3ee1","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","264","Installation - Apartments"
"94ec40db-c607-45e8-bcaf-1fe17b0d1dce","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","264","Care/ALS Fit Off Checklist"
"1b787e52-afd7-4fd2-8229-50ea37df0ab5","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Apartments","265"
"62952a56-1a95-4151-93c2-4e4e87c2f871","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","265","Rough In - Apartments"
"37db869a-498c-4fe6-af74-0ea61293b27a","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","265","Installation - Apartments"
"ba0d2281-7a7c-489f-9dfa-1def75155464","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","265","Care/ALS Fit Off Checklist"
"bcdcf842-e8a9-47c6-ac02-3c2bab5ce2c2","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Apartments","266"
"bc400bd2-b38d-4b0e-9df7-fbfa99aa1486","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","266","Rough In - Apartments"
"cbe41465-e87d-408e-84f9-91de15b8561b","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","266","Installation - Apartments"
"0abf9739-71cb-41cc-80b0-fbb4248791a5","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","266","Care/ALS Fit Off Checklist"
"1445780c-02e0-4e9c-8d93-291fbe1aadad","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Apartments","267"
"eb16ffb9-d1c6-49bf-9c76-1549f7944f18","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","267","Rough In - Apartments"
"15fc3148-7532-4298-8dbf-ac3f2b19249e","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","267","Installation - Apartments"
"7dcdade9-52ad-4bcf-8a34-dcb60203c61f","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","267","Care/ALS Fit Off Checklist"
"5d651065-5d12-4abc-8c86-45b10839ecf4","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Apartments","268"
"31be383c-70e8-47b7-8218-13774e86a889","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","268","Rough In - Apartments"
"9c7c311e-33f5-4a5c-acc4-1ed596d567a4","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","268","Installation - Apartments"
"ebe48bb0-a8f8-4dcf-b32d-ad302d1ba429","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 2","Apartments","268","Care/ALS Fit Off Checklist"
"f194cb55-a735-4153-8b5b-0383136b64f8","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Common Areas"
"9c69a2d4-1985-4416-ab52-9d571180d25b","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Common Areas","Corridor"
"19bec11c-37bd-4e68-90d5-4863794bc839","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Corridor","Rough In (Cavity Pockets & PMJ)"
"975f2851-d784-4509-8fab-9d7f17ba82e7","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Corridor","Common Area Checklist"
"627071b1-c982-4b14-9b9e-8308ff5889f7","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Common Areas","Smoke Doors"
"65871411-523b-47bb-8e10-6dc0d6d68b62","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Smoke Doors","Rough In (Cavity Pockets & PMJ)"
"2dc00724-c924-4ed7-97e8-a6a8f336051f","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Smoke Doors","Common Area Checklist"
"49396d22-0005-4519-ae16-e1711d63589c","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Common Areas","Smoke Doors (2)"
"03680fc3-f304-435c-acf5-ef21412650a8","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Smoke Doors (2)","Rough In (Cavity Pockets & PMJ)"
"d9ed0076-53b3-4f24-99bd-3af714c41661","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Smoke Doors (2)","Common Area Checklist"
"f076a177-4b1d-4461-a0ff-852bc4f5f4f9","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Common Areas","Comms Room"
"d76d7e78-c954-4caf-b1d1-73d7c6f3b877","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Comms Room","Rough In (Cavity Pockets & PMJ)"
"fde4ea79-dd80-4bb3-9d40-b200cb37cbc3","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Comms Room","Common Area Checklist"
"e9d4040c-e4eb-4d00-bb66-9531a044e19d","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Common Areas","Stair 6"
"724a2d80-1c6a-40ca-9f2b-bcb50a93375a","","checklist-flat","pass","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Stair 6","Rough In (Cavity Pockets & PMJ)"
"48de29cf-abfb-4799-a877-f3c5ecd07f54","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Stair 6","Common Area Checklist"
"80e29ea5-d840-4c1a-a038-2b4c03fe4940","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Common Areas","Lift 5 Lobby"
"5c37663d-00aa-424c-b9f5-ec8833055d7e","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Lift 5 Lobby","Rough In (Cavity Pockets & PMJ)"
"0f0edece-1fa2-46ab-9eb6-a2f893782aff","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Lift 5 Lobby","Common Area Checklist"
"e843720e-18ad-4280-a304-7aee6f15b97c","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Common Areas","Gas/Water Cupboard"
"5cc14140-dce2-49c1-9dbf-ad2370e5963e","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Gas/Water Cupboard","Rough In (Cavity Pockets & PMJ)"
"a59003ed-2768-4248-a932-2a2c73e66240","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Gas/Water Cupboard","Common Area Checklist"
"c7ea783d-915c-4c11-b19b-79a4747f050a","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 2","Common Areas","Electrical Cupboard"
"f8183931-24f0-4c01-9b12-3994063d787a","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Electrical Cupboard","Rough In (Cavity Pockets & PMJ)"
"e65aa416-32e8-4a74-b01d-0e3aa2c78ed5","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 2","Common Areas","Electrical Cupboard","Common Area Checklist"
"05f46567-3694-4a4a-a86b-b86c585c6f7e","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3"
"bde4e7b7-5f1c-4de8-a7a1-4df0ad13bc17","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Apartments"
"751eb683-b932-4270-b5ae-2e4e04e20020","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Apartments","361"
"cce07b40-3ac6-4ec7-93e3-2f48f8c8330f","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","361","Rough In - Apartments"
"fdfff070-1cb1-4e69-93cc-677e5b8bcee4","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","361","Installation - Apartments"
"03118de0-1856-4c18-bf95-f0d6ce4e7200","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","361","Care/ALS Fit Off Checklist"
"8031b253-54af-4be5-9220-1aba791b1eea","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Apartments","362"
"8766a7cb-eb18-4595-abd4-739717083586","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","362","Rough In - Apartments"
"2e9db5f1-a06a-474a-9b54-bbb9c9796b5c","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","362","Installation - Apartments"
"16d41794-e9ef-4279-aaad-69a7cbe115ca","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","362","Care/ALS Fit Off Checklist"
"364537a5-8202-4b2c-a182-9a381509b016","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Apartments","363"
"de3c43d7-bbcc-4c20-9ac7-2c5b9bf954e9","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","363","Rough In - Apartments"
"cf5ac37d-27f8-4986-9054-d2af82a5a1af","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","363","Installation - Apartments"
"69f225d2-3229-48bb-babc-53d586154e9d","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","363","Care/ALS Fit Off Checklist"
"7341bd10-3761-44b2-9dfc-9583b3be2d1c","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Apartments","364"
"69365c58-e151-4e06-a551-9389b5d6d781","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","364","Rough In - Apartments"
"20aaf45e-0fc4-42b5-a5df-0beba6e99066","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","364","Installation - Apartments"
"20fea5e0-8ed7-4312-b4c3-ff13d176beea","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","364","Care/ALS Fit Off Checklist"
"79694c9a-5e24-4ae3-b84e-07cbe19f8396","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Apartments","365"
"ebfd9cb8-132a-4ee2-97f8-b1dd4397b55b","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","365","Rough In - Apartments"
"098706ac-4e38-4728-8a8a-4afda9b3a470","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","365","Installation - Apartments"
"546251be-68e2-4f1c-b7a5-2ee2028f4097","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","365","Care/ALS Fit Off Checklist"
"c270ab52-1c3f-4751-b8fc-eb77a6dcc6f9","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Apartments","366"
"febf60d7-f7d6-4dce-bc60-c4efc089d87b","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","366","Rough In - Apartments"
"6a1aa71d-8f23-4ce3-a408-44b92a9541a7","","checklist-flat","pass","7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","366","Installation - Apartments"
"e42aab63-31a9-4fd3-9624-52343462dbc7","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 3","Apartments","366","Care/ALS Fit Off Checklist"
"10b7ff0a-6035-420c-af06-62a1fdd1fb98","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Common Areas"
"bfcbd2ec-aaaa-4a5b-a21f-3feafb44da4f","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Common Areas","Corridor"
"5e035332-24a9-426a-80be-8edf71c427bf","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 3","Common Areas","Corridor","Rough In (Cavity Pockets & PMJ)"
"0756768e-1af7-4bd0-8189-86e0a4568473","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 3","Common Areas","Corridor","Common Area Checklist"
"b2c730db-de3b-46d9-aa85-64cef7afeaef","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Common Areas","Smoke Doors"
"69799b17-4575-406d-81c9-948d73940d1b","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 3","Common Areas","Smoke Doors","Rough In (Cavity Pockets & PMJ)"
"d14b3cc7-af97-4f3c-a49a-dc7f16506b49","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 3","Common Areas","Smoke Doors","Common Area Checklist"
"9d514cb1-1132-4fbe-8c6e-0167f09bc748","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Common Areas","Smoke Doors (2)"
"c7aef510-809b-4237-9caf-48f2fd0b51ea","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 3","Common Areas","Smoke Doors (2)","Rough In (Cavity Pockets & PMJ)"
"3974c916-7824-4ad5-8ee5-6fbef0402b5c","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 3","Common Areas","Smoke Doors (2)","Common Area Checklist"
"bea2a270-d2e9-450d-8532-649c3ed95809","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Common Areas","Comms Room"
"613a022d-0f85-40c6-88f1-8a71566f790d","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 3","Common Areas","Comms Room","Rough In (Cavity Pockets & PMJ)"
"3737ab3b-b97b-4fef-b8ed-6e58f0d6a785","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 3","Common Areas","Comms Room","Common Area Checklist"
"2309a5db-2c7c-453e-9713-d702f115e3c4","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Common Areas","Stair 6"
"295c4479-07f1-4964-8f8d-4cc6422fa6e4","","checklist-flat","pass","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 3","Common Areas","Stair 6","Rough In (Cavity Pockets & PMJ)"
"e99fc497-f82f-41d1-a88e-cefaec9f32a1","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 3","Common Areas","Stair 6","Common Area Checklist"
"3aba0afa-0694-422b-9643-7df0b7312191","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 3","Common Areas","Lift 5 Lobby"
"e70cf427-3615-4ffe-8cc8-ab0f0b20c3ee","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 3","Common Areas","Lift 5 Lobby","Rough In (Cavity Pockets & PMJ)"
"8a76000c-0d90-410b-ad28-4dc88c86630d","","checklist-flat","pass","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","B03","Level 3","Common Areas","Lift 5 Lobby","Common Area Checklist"
